"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2023-02-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",977.57,"provisorisch"
"2023-02-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.89,"provisorisch"
"2023-02-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.25,"provisorisch"
"2023-02-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",17.35,"provisorisch"
"2023-02-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",977.51,"provisorisch"
"2023-02-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",48.08,"provisorisch"
"2023-02-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.88,"provisorisch"
"2023-02-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.26,"provisorisch"
"2023-02-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",26.88,"provisorisch"
"2023-02-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",980.19,"provisorisch"
"2023-02-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.49,"provisorisch"
"2023-02-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",10.11,"provisorisch"
"2023-02-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",18.68,"provisorisch"
"2023-02-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",977.74,"provisorisch"
"2023-02-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.53,"provisorisch"
"2023-02-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.61,"provisorisch"
"2023-02-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",976.14,"provisorisch"
"2023-02-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",110.1,"provisorisch"
"2023-02-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",15.54,"provisorisch"
"2023-02-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",11.84,"provisorisch"
"2023-02-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",978.74,"provisorisch"
"2023-02-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",15.68,"provisorisch"
"2023-02-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",11.45,"provisorisch"
"2023-02-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",976.33,"provisorisch"
"2023-02-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",15.67,"provisorisch"
"2023-02-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.59,"provisorisch"
"2023-02-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",32.35,"provisorisch"
"2023-02-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.69,"provisorisch"
"2023-02-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",51.46,"provisorisch"
"2023-02-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.63,"provisorisch"
"2023-02-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.94,"provisorisch"
"2023-02-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",20.35,"provisorisch"
"2023-02-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",978.31,"provisorisch"
"2023-02-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",10.94,"provisorisch"
"2023-02-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.36,"provisorisch"
"2023-02-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",20.57,"provisorisch"
"2023-02-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",975.92,"provisorisch"
"2023-02-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.52,"provisorisch"
"2023-02-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.81,"provisorisch"
"2023-02-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.7,"provisorisch"
"2023-02-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",138.28,"provisorisch"
"2023-02-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",14.65,"provisorisch"
"2023-02-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.58,"provisorisch"
"2023-02-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",978.4,"provisorisch"
"2023-02-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",14.63,"provisorisch"
"2023-02-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.8,"provisorisch"
"2023-02-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",975.95,"provisorisch"
"2023-02-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",15.08,"provisorisch"
"2023-02-21T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.02,"provisorisch"
"2023-02-21T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-21T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.91,"provisorisch"
"2023-02-21T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",140.05,"provisorisch"
"2023-02-21T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",15.04,"provisorisch"
"2023-02-21T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.67,"provisorisch"
"2023-02-21T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-21T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",971.48,"provisorisch"
"2023-02-21T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",15.26,"provisorisch"
"2023-02-21T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.7,"provisorisch"
"2023-02-21T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-21T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.12,"provisorisch"
"2023-02-21T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",15.3,"provisorisch"
"2023-02-22T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.32,"provisorisch"
"2023-02-22T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",2.08,"provisorisch"
"2023-02-22T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.12,"provisorisch"
"2023-02-22T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",119.28,"provisorisch"
"2023-02-22T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.54,"provisorisch"
"2023-02-22T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.96,"provisorisch"
"2023-02-22T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",17.85,"provisorisch"
"2023-02-22T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.66,"provisorisch"
"2023-02-22T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.58,"provisorisch"
"2023-02-22T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.85,"provisorisch"
"2023-02-22T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",12.03,"provisorisch"
"2023-02-22T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.34,"provisorisch"
"2023-02-22T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.56,"provisorisch"
"2023-02-23T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.71,"provisorisch"
"2023-02-23T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",141.67,"provisorisch"
"2023-02-23T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.72,"provisorisch"
"2023-02-23T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",112.52,"provisorisch"
"2023-02-23T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.74,"provisorisch"
"2023-02-23T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.26,"provisorisch"
"2023-02-23T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",147.47,"provisorisch"
"2023-02-23T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.32,"provisorisch"
"2023-02-23T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.99,"provisorisch"
"2023-02-23T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",10.5,"provisorisch"
"2023-02-23T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",112.38,"provisorisch"
"2023-02-23T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.88,"provisorisch"
"2023-02-23T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.91,"provisorisch"
"2023-02-24T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.81,"provisorisch"
"2023-02-24T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",197.15,"provisorisch"
"2023-02-24T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.25,"provisorisch"
"2023-02-24T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",139.03,"provisorisch"
"2023-02-24T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",14.9,"provisorisch"
"2023-02-24T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.58,"provisorisch"
"2023-02-24T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",151.12,"provisorisch"
"2023-02-24T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.79,"provisorisch"
"2023-02-24T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",14.85,"provisorisch"
"2023-02-24T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.37,"provisorisch"
"2023-02-24T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",157.22,"provisorisch"
"2023-02-24T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.45,"provisorisch"
"2023-02-24T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",15.18,"provisorisch"
"2023-02-25T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.66,"provisorisch"
"2023-02-25T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",369.2,"provisorisch"
"2023-02-25T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.44,"provisorisch"
"2023-02-25T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",18.66,"provisorisch"
"2023-02-25T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.58,"provisorisch"
"2023-02-25T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.37,"provisorisch"
"2023-02-25T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",306.94,"provisorisch"
"2023-02-25T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.05,"provisorisch"
"2023-02-25T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.98,"provisorisch"
"2023-02-25T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.18,"provisorisch"
"2023-02-25T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",318.02,"provisorisch"
"2023-02-25T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",956.72,"provisorisch"
"2023-02-25T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.99,"provisorisch"
"2023-02-26T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.44,"provisorisch"
"2023-02-26T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-26T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.98,"provisorisch"
"2023-02-26T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",85.73,"provisorisch"
"2023-02-26T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.47,"provisorisch"
"2023-02-26T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.46,"provisorisch"
"2023-02-26T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",4.7,"provisorisch"
"2023-02-26T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",963.79,"provisorisch"
"2023-02-26T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.32,"provisorisch"
"2023-02-26T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.35,"provisorisch"
"2023-02-26T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.55,"provisorisch"
"2023-02-26T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",961.34,"provisorisch"
"2023-02-26T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.18,"provisorisch"
"2023-02-27T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.17,"provisorisch"
"2023-02-27T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1.32,"provisorisch"
"2023-02-27T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.67,"provisorisch"
"2023-02-27T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",56.63,"provisorisch"
"2023-02-27T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.09,"provisorisch"
"2023-02-27T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.24,"provisorisch"
"2023-02-27T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",3.53,"provisorisch"
"2023-02-27T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.43,"provisorisch"
"2023-02-27T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.39,"provisorisch"
"2023-02-27T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.06,"provisorisch"
"2023-02-27T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.32,"provisorisch"
"2023-02-27T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.05,"provisorisch"
"2023-02-27T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.98,"provisorisch"
"2023-02-28T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.08,"provisorisch"
"2023-02-28T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-28T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.29,"provisorisch"
"2023-02-28T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",65.99,"provisorisch"
"2023-02-28T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.9,"provisorisch"
"2023-02-28T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.26,"provisorisch"
"2023-02-28T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-28T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.01,"provisorisch"
"2023-02-28T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.2,"provisorisch"
"2023-02-28T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.03,"provisorisch"
"2023-02-28T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-02-28T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",970.62,"provisorisch"
"2023-02-28T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.87,"provisorisch"
"2023-03-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.56,"provisorisch"
"2023-03-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",5.43,"provisorisch"
"2023-03-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.79,"provisorisch"
"2023-03-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",18.96,"provisorisch"
"2023-03-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.35,"provisorisch"
"2023-03-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.69,"provisorisch"
"2023-03-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-01T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.49,"provisorisch"
"2023-03-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.54,"provisorisch"
"2023-03-01T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.56,"provisorisch"
"2023-03-01T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-01T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.15,"provisorisch"
"2023-03-01T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.39,"provisorisch"
"2023-03-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.9,"provisorisch"
"2023-03-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.84,"provisorisch"
"2023-03-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",32.81,"provisorisch"
"2023-03-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.38,"provisorisch"
"2023-03-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.11,"provisorisch"
"2023-03-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-02T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.5,"provisorisch"
"2023-03-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.58,"provisorisch"
"2023-03-02T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.82,"provisorisch"
"2023-03-02T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-02T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.22,"provisorisch"
"2023-03-02T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.19,"provisorisch"
"2023-03-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.24,"provisorisch"
"2023-03-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.51,"provisorisch"
"2023-03-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",81.03,"provisorisch"
"2023-03-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.43,"provisorisch"
"2023-03-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.19,"provisorisch"
"2023-03-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",971.19,"provisorisch"
"2023-03-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.64,"provisorisch"
"2023-03-03T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.07,"provisorisch"
"2023-03-03T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-03T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.85,"provisorisch"
"2023-03-03T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.51,"provisorisch"
"2023-03-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.73,"provisorisch"
"2023-03-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.57,"provisorisch"
"2023-03-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",142.01,"provisorisch"
"2023-03-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.69,"provisorisch"
"2023-03-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.92,"provisorisch"
"2023-03-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.21,"provisorisch"
"2023-03-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.98,"provisorisch"
"2023-03-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.29,"provisorisch"
"2023-03-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.81,"provisorisch"
"2023-03-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.96,"provisorisch"
"2023-03-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.96,"provisorisch"
"2023-03-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.23,"provisorisch"
"2023-03-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",105.76,"provisorisch"
"2023-03-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.96,"provisorisch"
"2023-03-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.98,"provisorisch"
"2023-03-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.9,"provisorisch"
"2023-03-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.91,"provisorisch"
"2023-03-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.84,"provisorisch"
"2023-03-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.58,"provisorisch"
"2023-03-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.14,"provisorisch"
"2023-03-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.81,"provisorisch"
"2023-03-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.01,"provisorisch"
"2023-03-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",71.11,"provisorisch"
"2023-03-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",5.83,"provisorisch"
"2023-03-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.89,"provisorisch"
"2023-03-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.59,"provisorisch"
"2023-03-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",5.94,"provisorisch"
"2023-03-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.74,"provisorisch"
"2023-03-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.26,"provisorisch"
"2023-03-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",5.88,"provisorisch"
"2023-03-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.05,"provisorisch"
"2023-03-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",953.75,"provisorisch"
"2023-03-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",126.04,"provisorisch"
"2023-03-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.95,"provisorisch"
"2023-03-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.3,"provisorisch"
"2023-03-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",956.39,"provisorisch"
"2023-03-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.04,"provisorisch"
"2023-03-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.03,"provisorisch"
"2023-03-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"provisorisch"
"2023-03-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",954.01,"provisorisch"
"2023-03-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.04,"provisorisch"
"2023-03-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.86,"provisorisch"
"2023-03-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",379.9,"provisorisch"
"2023-03-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",950.52,"provisorisch"
"2023-03-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",54.11,"provisorisch"
"2023-03-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.51,"provisorisch"
"2023-03-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.2,"provisorisch"
"2023-03-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",282.98,"provisorisch"
"2023-03-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",953.06,"provisorisch"
"2023-03-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.58,"provisorisch"
"2023-03-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.78,"provisorisch"
"2023-03-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",305.53,"provisorisch"
"2023-03-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",950.67,"provisorisch"
"2023-03-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.12,"provisorisch"
"2023-03-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",12.48,"provisorisch"
"2023-03-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",215.8,"provisorisch"
"2023-03-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",952.21,"provisorisch"
"2023-03-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",159.21,"provisorisch"
"2023-03-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",15.82,"provisorisch"
